,az,el,datetime(utc)
0,76.61354769506868,-3.9404025948231745,2025-11-29 19:13:18.958
1,76.61354770824741,-3.904327559934308,2025-11-29 19:13:19.059
2,76.62215497519611,-3.9018711599188793,2025-11-29 19:13:19.160
3,76.66121786085391,-3.866439504052492,2025-11-29 19:13:19.259
4,76.66121786085391,-3.866439504052492,2025-11-29 19:13:19.361
5,76.66121787389625,-3.830375081941648,2025-11-29 19:13:19.461
6,76.66979102295001,-3.8279655946739837,2025-11-29 19:13:19.561
7,76.70884324651202,-3.8285809832011037,2025-11-29 19:13:19.663
8,76.70884324651202,-3.8285809832011037,2025-11-29 19:13:19.864
9,76.70884324651202,-3.8285809832011037,2025-11-29 19:13:19.966
10,76.7173823261975,-3.8261732768178733,2025-11-29 19:13:20.066
11,76.7173823261975,-3.8261732768178733,2025-11-29 19:13:20.172
12,76.71738233980798,-3.7901451572178675,2025-11-29 19:13:20.275
13,76.71738233980798,-3.7901451572178675,2025-11-29 19:13:20.375
14,76.725910665158,-3.751754305804181,2025-11-29 19:13:20.467
15,76.76492893643805,-3.752354353179916,2025-11-29 19:13:20.572
16,76.76492895068813,-3.7163370590297453,2025-11-29 19:13:20.676
17,76.76492895068813,-3.7163370590297453,2025-11-29 19:13:20.769
18,76.77342330103997,-3.6780038683675795,2025-11-29 19:13:20.871
19,76.77342330103997,-3.6780038683675795,2025-11-29 19:13:20.976
20,76.77342331511515,-3.6420032416062402,2025-11-29 19:13:21.072
21,76.77342331511515,-3.6420032416062402,2025-11-29 19:13:21.178
22,76.77342331511515,-3.6420032416062402,2025-11-29 19:13:21.276
23,76.77342332897518,-3.605999736788152,2025-11-29 19:13:21.373
24,76.78190696354041,-3.6037345983391034,2025-11-29 19:13:21.476
25,76.78190697754357,-3.567750747312288,2025-11-29 19:13:21.578
26,76.78190700570755,-3.4957746196331687,2025-11-29 19:13:21.675
27,76.78190701969925,-3.4597823999415285,2025-11-29 19:13:21.779
28,76.781907034004,-3.4237874466434137,2025-11-29 19:13:21.880
29,76.78190709017774,-3.279780861019455,2025-11-29 19:13:22.080
30,76.78190711794203,-3.207761898077281,2025-11-29 19:13:22.191
31,76.79038014163805,-3.0257684802965112,2025-11-29 19:13:22.382
32,76.79038018392716,-2.917752414228802,2025-11-29 19:13:22.492
33,76.7903802258282,-2.80971559142672,2025-11-29 19:13:22.592
34,76.79038026841528,-2.7016587762458544,2025-11-29 19:13:22.682
35,76.79038031051938,-2.5935827310108777,2025-11-29 19:13:22.789
36,76.79884264492081,-2.4839268009916036,2025-11-29 19:13:22.893
37,76.79884268706805,-2.375882369826749,2025-11-29 19:13:22.988
38,76.83778072313545,-2.12405191947858,2025-11-29 19:13:23.188
39,76.84620926804666,-2.0146704258625663,2025-11-29 19:13:23.292
40,76.84620932617406,-1.8705854254368175,2025-11-29 19:13:23.391
41,76.88513651896771,-1.7627851966218464,2025-11-29 19:13:23.492
42,76.88513656294317,-1.6546761695498615,2025-11-29 19:13:23.589
43,76.88513662198031,-1.5105126089370307,2025-11-29 19:13:23.692
44,76.9240761453328,-1.4025988149715423,2025-11-29 19:13:23.794
45,76.92407619016218,-1.2944364275271796,2025-11-29 19:13:23.891
46,76.92407624998845,-1.1502056987225933,2025-11-29 19:13:23.995
47,76.92407629453128,-1.0420229900345246,2025-11-29 19:13:24.093
48,76.8851368563389,-0.9336853747765583,2025-11-29 19:13:24.204
49,76.8851369004613,-0.8255056839372794,2025-11-29 19:13:24.294
50,76.8851369443048,-0.7173201127854331,2025-11-29 19:13:24.399
51,76.88513700349233,-0.5730648699558376,2025-11-29 19:13:24.499
52,76.87673171410185,-0.4651607250031149,2025-11-29 19:13:24.516
53,76.83778142835291,-0.3568364756587576,2025-11-29 19:13:24.705
54,76.83778148547145,-0.21249860196075307,2025-11-29 19:13:24.808
55,76.83778152847326,-0.10424333492889319,2025-11-29 19:13:24.905
56,76.82934245039219,0.004015738114881588,2025-11-29 19:13:25.007
57,76.82934250774224,0.1484477992425981,2025-11-29 19:13:25.014
58,76.82934255046814,0.2567707005729998,2025-11-29 19:13:25.206
59,76.82934259372556,0.36509175984204356,2025-11-29 19:13:25.307
60,76.82934263704311,0.47341020387474675,2025-11-29 19:13:25.408
61,76.8293426800705,0.5817252578133695,2025-11-29 19:13:25.503
62,76.82089297880444,0.7265968146853082,2025-11-29 19:13:25.606
63,76.82089302166956,0.8349691750075501,2025-11-29 19:13:25.706
64,76.820893064519,0.9433355553909505,2025-11-29 19:13:25.809
65,76.82089310723246,1.0516951808518002,2025-11-29 19:13:25.908
66,76.82089315027815,1.1600472765464171,2025-11-29 19:13:25.916
67,76.82089319295403,1.268391067946076,2025-11-29 19:13:26.108
68,76.82089323567534,1.3767257819725363,2025-11-29 19:13:26.114
69,76.82089327917002,1.4850506451156986,2025-11-29 19:13:26.312
70,76.81243290599046,1.5943696268679,2025-11-29 19:13:26.415
71,76.81243294855597,1.7027406485819785,2025-11-29 19:13:26.514
72,76.81243297760858,1.7749812713783995,2025-11-29 19:13:26.522
73,76.8124330201627,1.8833315445503502,2025-11-29 19:13:26.720
74,76.81243309131317,2.063884997544286,2025-11-29 19:13:26.824
75,76.81243311949349,2.136095095515368,2025-11-29 19:13:27.021
76,76.77342558312226,2.207945825397181,2025-11-29 19:13:27.026
77,76.80396208379646,2.2819325660045924,2025-11-29 19:13:27.117
78,76.80396212682564,2.390281426949716,2025-11-29 19:13:27.324
79,76.80396214089414,2.4263939504782055,2025-11-29 19:13:27.425
80,76.79548038063508,2.5001891375088716,2025-11-29 19:13:27.519
81,76.79548039446212,2.5363184940984818,2025-11-29 19:13:27.623
82,76.78698790380308,2.5740691856642237,2025-11-29 19:13:27.824
83,76.78698791780053,2.6102172024961305,2025-11-29 19:13:27.831
84,76.78698793222975,2.6463631384823576,2025-11-29 19:13:27.926
85,76.78698794629146,2.682506967857935,2025-11-29 19:13:28.026
86,76.78698797413284,2.754788183372492,2025-11-29 19:13:28.123
87,76.78698800240485,2.8270606221267434,2025-11-29 19:13:28.238
88,76.74791061616543,2.8627349559302906,2025-11-29 19:13:28.326
89,76.74791062992523,2.8988597675924956,2025-11-29 19:13:28.426
90,76.74791064387094,2.934982272232055,2025-11-29 19:13:28.530
91,76.70884580597745,2.9706253990786933,2025-11-29 19:13:28.630
92,76.70884580597745,2.9706253990786933,2025-11-29 19:13:28.830
93,76.70884581964765,3.0067374282945782,2025-11-29 19:13:28.845
94,76.70884581964765,3.0067374282945782,2025-11-29 19:13:28.930
95,76.70884581964765,3.0067374282945782,2025-11-29 19:13:29.042
96,76.70029594384442,3.008633731829761,2025-11-29 19:13:29.141
97,76.70029594384442,3.008633731829761,2025-11-29 19:13:29.238
98,76.70029594384442,3.008633731829761,2025-11-29 19:13:29.343
99,76.66122039011584,3.0081487574975765,2025-11-29 19:13:29.436
100,76.66122039011584,3.0081487574975765,2025-11-29 19:13:29.541
101,76.66122037708853,2.972019844525987,2025-11-29 19:13:29.636
102,76.62215745708488,2.9715394460606994,2025-11-29 19:13:29.738
