latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
-22.959772,-67.786895,0.60,0.00,0.64,0.19,0.60,0.60,0.64,0.19,3,2025-11-30 17:37:51.395,2025-11-30 14:37:51.396,15,0,0,51.674,-22.959772,-67.786893,0.20,0.10,-0.60,-1.00,1.50,97.90,0,1,0,97,91,-988,10841,51674,2961.50,36,TakeOff,1,0,0,0,0,0,0,1764524271395,4304,4309,4308,4307,4314,4305,18,Litchi_iOS_2.15.7,EIK Matrice 1,0670131556,03LLCA05XT,,,0,11064,0,10.00,15.00,979.00,0.00,1.00,27.00,11,6.00,6.40,1.89,2.00,1.00,-6.00,0,,,100,99,20,2,0,0,1,1,0,(null),(null),(null),(null),0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959771,-67.786894,0.60,0.00,0.64,0.19,0.60,0.60,0.64,0.19,106,2025-11-30 17:37:51.499,2025-11-30 14:37:51.499,14,0,0,51.674,-22.959772,-67.786893,0.20,0.10,-0.60,-0.70,2.30,97.80,0,1,0,97,91,-988,10841,51674,2961.50,36,TakeOff,1,0,0,0,0,0,0,1764524271498,4304,4309,4308,4307,4314,4305,18,,,,,,,0,0,0,7.00,23.00,978.00,0.00,1.00,26.00,11,6.00,6.40,1.86,2.00,1.00,-6.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959771,-67.786894,0.70,0.00,0.64,0.19,0.70,0.70,0.64,0.19,310,2025-11-30 17:37:51.703,2025-11-30 14:37:51.703,14,0,0,51.674,-22.959772,-67.786893,0.20,0.10,-0.60,0.00,2.80,97.90,0,1,0,97,91,-988,10841,51674,2961.50,36,TakeOff,1,0,0,0,0,0,0,1764524271702,4304,4309,4308,4307,4314,4305,18,,,,,,,0,0,0,-0.00,28.00,979.00,0.00,1.00,26.00,11,7.00,6.40,1.87,2.00,1.00,-6.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959771,-67.786894,0.80,0.00,0.52,0.19,0.80,0.80,0.64,0.19,314,2025-11-30 17:37:51.707,2025-11-30 14:37:51.707,14,0,0,51.674,-22.959772,-67.786893,0.10,0.10,-0.50,0.50,3.00,97.90,0,1,0,97,91,-988,10841,51674,2961.50,36,TakeOff,1,0,0,0,0,0,0,1764524271706,4304,4309,4308,4307,4314,4305,18,,,,,,,0,0,0,-5.00,30.00,979.00,0.00,1.00,25.00,11,8.00,5.20,1.86,1.00,1.00,-5.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959771,-67.786894,0.90,0.00,0.52,0.36,0.90,0.90,0.64,0.36,400,2025-11-30 17:37:51.792,2025-11-30 14:37:51.793,14,0,0,51.674,-22.959774,-67.786893,0.10,0.10,-0.50,0.70,2.70,97.90,0,1,0,97,91,-988,10841,51674,2961.50,36,TakeOff,1,0,0,0,0,0,0,1764524271792,4304,4309,4308,4307,4314,4305,18,,,,,,,0,0,0,-7.00,27.00,979.00,0.00,1.00,25.00,11,9.00,5.20,3.61,1.00,1.00,-5.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959771,-67.786893,0.90,0.00,0.52,0.37,0.90,0.90,0.64,0.37,502,2025-11-30 17:37:51.895,2025-11-30 14:37:51.895,14,0,0,51.674,-22.959774,-67.786893,0.10,0.10,-0.50,0.70,2.00,97.80,0,1,0,97,91,-988,10841,51674,2961.50,36,TakeOff,1,0,0,0,0,0,0,1764524271894,4304,4309,4308,4307,4314,4305,18,,,,,,,0,0,0,-7.00,20.00,978.00,0.00,1.00,26.00,11,9.00,5.20,3.69,1.00,1.00,-5.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959771,-67.786893,1.00,0.00,0.42,0.38,1.00,1.00,0.64,0.38,605,2025-11-30 17:37:51.998,2025-11-30 14:37:51.998,14,0,0,51.674,-22.959774,-67.786893,0.10,0.10,-0.40,0.90,1.80,97.90,0,1,0,97,91,-988,10841,51674,2961.50,36,TakeOff,1,0,0,0,0,0,0,1764524271997,4304,4309,4308,4307,4314,4305,18,,,,,,,0,0,0,-9.00,18.00,979.00,0.00,1.00,27.00,11,10.00,4.24,3.78,1.00,1.00,-4.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959771,-67.786893,1.10,0.00,0.42,0.39,1.10,1.10,0.64,0.39,714,2025-11-30 17:37:52.107,2025-11-30 14:37:52.107,14,0,0,51.674,-22.959774,-67.786893,0.10,0.10,-0.40,1.50,2.20,97.90,0,1,0,97,91,-988,10841,51674,2961.50,36,WP,1,0,0,0,0,0,0,1764524272106,4304,4309,4308,4307,4314,4305,18,,,,,,,0,0,0,-15.00,22.00,979.00,0.00,1.00,26.00,14,11.00,4.24,3.86,1.00,1.00,-4.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959770,-67.786893,1.10,0.00,0.30,0.39,1.10,1.10,0.64,0.39,802,2025-11-30 17:37:52.195,2025-11-30 14:37:52.195,14,0,0,51.674,-22.959774,-67.786893,0.00,0.00,-0.30,2.20,3.00,97.90,0,1,0,97,91,-988,10841,51674,2961.50,36,WP,1,0,0,0,0,0,0,1764524272194,4304,4309,4308,4307,4314,4305,18,,,,,,,0,0,0,-22.00,30.00,979.00,0.00,1.00,26.00,14,11.00,3.00,3.94,0.00,0.00,-3.00,0,,,100,100,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959770,-67.786893,1.10,0.00,0.30,0.40,1.10,1.10,0.64,0.40,912,2025-11-30 17:37:52.304,2025-11-30 14:37:52.304,15,0,0,51.674,-22.959774,-67.786893,0.00,0.00,-0.30,2.20,1.90,97.80,0,1,0,97,91,-988,10841,51674,2961.50,36,WP,1,0,0,0,0,0,0,1764524272304,4304,4309,4308,4307,4314,4305,18,,,,,,,0,0,0,-22.00,19.00,978.00,0.00,1.00,25.00,14,11.00,3.00,4.04,0.00,0.00,-3.00,0,,,100,100,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
