latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
-22.959737,-67.786904,0.50,0.00,0.51,0.23,0.50,0.50,0.51,0.23,1,2025-11-27 20:33:17.142,2025-11-27 21:33:17.142,16,0,0,51.850,-22.959739,-67.786905,-0.10,0.00,-0.50,0.60,0.40,-62.60,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275597141,4323,4325,4324,4331,4331,4328,18,Litchi_iOS_2.15.7,EIK Matrice 1,0670131556,03LLCA05XT,,,0,14858,0,-6.00,4.00,-626.00,0.00,0.00,43.00,11,5.00,5.10,2.26,-1.00,0.00,-5.00,0,,,100,98,20,2,0,0,1,1,0,(null),(null),(null),(null),0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959738,-67.786904,0.60,0.00,0.52,0.20,0.60,0.60,0.52,0.23,107,2025-11-27 20:33:17.247,2025-11-27 21:33:17.247,16,0,0,51.850,-22.959736,-67.786904,-0.10,0.10,-0.50,0.50,-0.30,-62.60,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275597247,4323,4325,4324,4331,4331,4328,18,,,,,,,0,0,0,-5.00,-3.00,-626.00,0.00,0.00,43.00,11,6.00,5.20,2.01,-1.00,1.00,-5.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959738,-67.786904,0.60,0.00,0.52,0.22,0.60,0.60,0.52,0.23,202,2025-11-27 20:33:17.343,2025-11-27 21:33:17.343,16,0,0,51.850,-22.959736,-67.786904,-0.10,0.10,-0.50,0.00,-0.50,-62.40,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275597342,4323,4325,4324,4331,4331,4328,18,,,,,,,0,0,0,-0.00,-5.00,-624.00,0.00,0.00,42.00,11,6.00,5.20,2.22,-1.00,1.00,-5.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959738,-67.786903,0.60,0.00,0.52,0.24,0.60,0.60,0.52,0.24,307,2025-11-27 20:33:17.448,2025-11-27 21:33:17.448,16,0,0,51.850,-22.959736,-67.786904,-0.10,0.10,-0.50,-0.40,-0.40,-62.30,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275597447,4323,4325,4324,4331,4331,4328,18,,,,,,,0,0,0,4.00,-4.00,-623.00,0.00,0.00,41.00,11,6.00,5.20,2.45,-1.00,1.00,-5.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959738,-67.786903,0.70,0.00,0.42,0.26,0.70,0.70,0.52,0.26,405,2025-11-27 20:33:17.546,2025-11-27 21:33:17.546,16,0,0,51.850,-22.959736,-67.786904,-0.10,0.10,-0.40,-0.70,-0.20,-62.40,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275597545,4323,4325,4324,4331,4331,4328,18,,,,,,,0,0,0,7.00,-2.00,-624.00,0.00,0.00,40.00,11,7.00,4.24,2.63,-1.00,1.00,-4.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959738,-67.786903,0.70,0.00,0.42,0.29,0.70,0.70,0.52,0.29,509,2025-11-27 20:33:17.650,2025-11-27 21:33:17.650,16,0,0,51.850,-22.959736,-67.786904,-0.10,0.10,-0.40,-1.20,0.20,-62.40,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275597649,4323,4325,4324,4331,4331,4328,18,,,,,,,0,0,0,12.00,2.00,-624.00,0.00,0.00,41.00,11,7.00,4.24,2.85,-1.00,1.00,-4.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959738,-67.786903,0.80,0.00,0.42,0.31,0.80,0.80,0.52,0.31,607,2025-11-27 20:33:17.748,2025-11-27 21:33:17.748,16,0,0,51.850,-22.959736,-67.786904,-0.10,0.10,-0.40,-1.80,0.90,-62.50,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275597747,4323,4325,4324,4331,4331,4328,18,,,,,,,0,0,0,18.00,9.00,-625.00,0.00,0.00,41.00,11,8.00,4.24,3.08,-1.00,1.00,-4.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959739,-67.786903,0.80,0.00,0.32,0.33,0.80,0.80,0.52,0.33,710,2025-11-27 20:33:17.851,2025-11-27 21:33:17.851,16,0,0,51.850,-22.959736,-67.786904,0.00,0.10,-0.30,-2.50,1.60,-62.40,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275597850,4323,4325,4324,4331,4331,4328,18,,,,,,,0,0,0,25.00,16.00,-624.00,0.00,0.00,42.00,11,8.00,3.16,3.30,0.00,1.00,-3.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959739,-67.786902,0.80,0.00,0.32,0.35,0.80,0.80,0.52,0.35,810,2025-11-27 20:33:17.951,2025-11-27 21:33:17.951,16,0,0,51.850,-22.959736,-67.786904,0.00,0.10,-0.30,-3.00,1.70,-62.40,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275597950,4323,4325,4324,4331,4331,4328,18,,,,,,,0,0,0,30.00,17.00,-624.00,0.00,0.00,41.00,11,8.00,3.16,3.47,0.00,1.00,-3.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959739,-67.786902,0.90,0.00,0.32,0.36,0.90,0.90,0.52,0.36,911,2025-11-27 20:33:18.052,2025-11-27 21:33:18.052,16,0,0,51.850,-22.959736,-67.786904,0.00,0.10,-0.30,-3.10,1.30,-62.30,0,1,0,100,91,-2146,14858,51850,2901.50,39,TakeOff,1,0,0,0,0,0,0,1764275598051,4323,4325,4324,4331,4331,4328,18,,,,,,,0,0,0,31.00,13.00,-623.00,0.00,0.00,40.00,11,9.00,3.16,3.60,0.00,1.00,-3.00,0,,,100,99,20,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
