latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,rightAvoidDist,leftAvoidDist,upAvoidDist,downAvoidDist,isBrakingToAvoid
-22.959729,-67.786904,0.80,0.00,0.73,0.30,0.80,0.80,0.73,0.30,4,2025-11-28 17:19:06.447,2025-11-28 14:19:06.448,14,0,0,51.871,-22.959727,-67.786907,0.00,0.20,-0.70,2.10,0.30,131.10,0,1,0,100,91,-877,14858,51871,2931.50,39,TakeOff,1,0,0,0,0,0,0,1764350346447,4314,4319,4317,4323,4323,4317,18,Litchi_iOS_2.15.7,EIK Matrice 1,0670131556,03LLCA05XT,,,0,14858,0,-21.00,3.00,1311.00,0.00,0.00,58.00,11,8.00,7.28,2.95,0.00,2.00,-7.00,0,,,100,100,13,2,0,0,1,1,0,(null),(null),,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959729,-67.786904,0.80,0.00,0.61,0.32,0.80,0.80,0.73,0.32,85,2025-11-28 17:19:06.528,2025-11-28 14:19:06.528,14,0,0,51.671,-22.959727,-67.786907,0.00,0.10,-0.60,2.20,0.30,131.10,0,1,0,100,91,-19532,14858,51671,2931.50,39,TakeOff,1,0,0,0,0,0,0,1764350346528,4314,4319,4317,4323,4323,4317,18,,,,,,,0,0,0,-22.00,3.00,1311.00,0.00,0.00,58.00,11,8.00,6.08,3.18,0.00,1.00,-6.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959729,-67.786904,0.90,0.00,0.51,0.33,0.90,0.90,0.73,0.33,186,2025-11-28 17:19:06.630,2025-11-28 14:19:06.630,14,0,0,51.671,-22.959727,-67.786907,0.00,0.10,-0.50,2.10,0.30,131.10,0,1,0,100,91,-19532,14858,51671,2931.50,39,TakeOff,1,0,0,0,0,0,0,1764350346629,4314,4319,4317,4323,4323,4317,18,,,,,,,0,0,0,-21.00,3.00,1311.00,0.00,0.00,58.00,11,9.00,5.10,3.33,0.00,1.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959729,-67.786904,0.90,0.00,0.51,0.35,0.90,0.90,0.73,0.35,299,2025-11-28 17:19:06.743,2025-11-28 14:19:06.743,14,0,0,51.671,-22.959727,-67.786907,0.00,0.10,-0.50,1.90,0.40,131.10,0,1,0,100,91,-19532,14858,51671,2931.50,39,TakeOff,1,0,0,0,0,0,0,1764350346742,4314,4319,4317,4323,4323,4317,18,,,,,,,0,0,0,-19.00,4.00,1311.00,0.00,0.00,58.00,11,9.00,5.10,3.50,0.00,1.00,-5.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959729,-67.786904,1.00,0.00,0.40,0.36,1.00,1.00,0.73,0.36,390,2025-11-28 17:19:06.834,2025-11-28 14:19:06.834,14,0,0,51.671,-22.959727,-67.786907,0.00,0.00,-0.40,1.80,0.60,131.00,0,1,0,100,91,-19532,14858,51671,2931.50,39,TakeOff,1,0,0,0,0,0,0,1764350346833,4314,4319,4317,4323,4323,4317,18,,,,,,,0,0,0,-18.00,6.00,1310.00,0.00,0.00,58.00,11,10.00,4.00,3.63,0.00,0.00,-4.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959729,-67.786903,1.00,0.00,0.30,0.39,1.00,1.00,0.73,0.39,590,2025-11-28 17:19:07.034,2025-11-28 14:19:07.034,14,0,0,51.671,-22.959727,-67.786907,0.00,0.00,-0.30,1.80,0.60,131.00,0,1,0,100,91,-19532,14858,51671,2931.50,39,WP,1,0,0,0,0,0,0,1764350347033,4314,4319,4317,4323,4323,4317,18,,,,,,,0,0,0,-18.00,6.00,1310.00,0.00,0.00,58.00,14,10.00,3.00,3.92,0.00,0.00,-3.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959729,-67.786903,1.10,0.00,0.20,0.41,1.10,1.10,0.73,0.41,693,2025-11-28 17:19:07.136,2025-11-28 14:19:07.136,14,0,0,51.671,-22.959727,-67.786907,0.00,0.00,-0.20,1.70,0.20,131.00,0,1,0,100,91,-19532,14858,51671,2931.50,39,WP,1,0,0,0,0,0,0,1764350347136,4314,4319,4317,4323,4323,4317,18,,,,,,,0,0,0,-17.00,2.00,1310.00,0.00,0.00,58.00,14,11.00,2.00,4.08,0.00,0.00,-2.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959729,-67.786903,1.10,0.00,0.10,0.43,1.10,1.10,0.73,0.43,793,2025-11-28 17:19:07.236,2025-11-28 14:19:07.236,14,0,0,51.671,-22.959727,-67.786907,0.00,0.00,-0.10,1.00,-0.10,131.00,0,1,0,100,91,-19532,14858,51671,2931.50,39,WP,1,0,0,0,0,0,0,1764350347236,4314,4319,4317,4323,4323,4317,18,,,,,,,0,0,0,-10.00,-1.00,1310.00,0.00,0.00,59.00,14,11.00,1.00,4.27,0.00,0.00,-1.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959730,-67.786903,1.10,0.00,0.10,0.45,1.10,1.10,0.73,0.45,889,2025-11-28 17:19:07.333,2025-11-28 14:19:07.333,14,0,0,51.671,-22.959727,-67.786907,0.00,0.00,-0.10,0.60,-0.20,131.00,0,1,0,100,91,-19532,14858,51671,2931.50,39,WP,1,0,0,0,0,0,0,1764350347332,4314,4319,4317,4323,4323,4317,18,,,,,,,0,0,0,-6.00,-2.00,1310.00,0.00,0.00,59.00,14,11.00,1.00,4.45,0.00,0.00,-1.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
-22.959730,-67.786903,1.10,0.00,0.14,0.46,1.10,1.10,0.73,0.46,1001,2025-11-28 17:19:07.444,2025-11-28 14:19:07.444,14,0,0,51.671,-22.959727,-67.786907,0.00,0.10,-0.10,0.60,0.00,131.10,0,1,0,100,91,-19532,14858,51671,2931.50,39,WP,1,0,0,0,0,0,0,1764350347444,4314,4319,4317,4323,4323,4317,18,,,,,,,0,0,0,-6.00,0.00,1311.00,0.00,0.00,58.00,14,11.00,1.41,4.60,0.00,1.00,-1.00,0,,,100,100,13,2,0,0,1,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
